longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-118.88,34.17,15,4260,,1701,669,5.1033,<1H OCEAN,280767.03
-117.23,33.77,5,2108,496.0,1666,461,2.0,INLAND,102424.0
-117.88,33.85,26,3924,781.0,2332,725,3.7772,<1H OCEAN,204069.0
-121.3,38.03,13,1014,200.0,712,197,3.1471,INLAND,116366.0
-117.9,33.99,18,8076,1789.0,5325,1707,3.443,<1H OCEAN,189479.0
-117.24,32.74,44,1488,259.0,667,281,4.0862,NEAR OCEAN,311036.01
-124.18,40.78,33,1076,222.0,656,236,2.5096,NEAR OCEAN,77609.0
-118.1,33.91,35,1592,335.0,1238,320,4.9732,<1H OCEAN,186044.0
-122.06,37.77,12,14316,2045.0,5781,2007,7.2634,NEAR BAY,371289.15
-121.68,39.15,14,2774,451.0,1292,428,4.3833,INLAND,140458.0
-117.14,32.7,32,1280,353.0,1335,330,1.6023,NEAR OCEAN,87124.0
-117.02,32.76,15,1204,326.0,543,326,1.0278,<1H OCEAN,152956.0
-117.86,33.62,17,2975,371.0,1247,398,10.1989,<1H OCEAN,463797.51
-117.13,32.79,35,1362,243.0,698,255,3.6458,NEAR OCEAN,163671.0
-118.2,34.04,52,1249,307.0,1223,297,2.07,<1H OCEAN,141552.0
-120.57,38.2,13,4110,847.0,1796,706,2.6417,INLAND,125808.0
-118.17,33.96,25,2249,681.0,2621,628,2.3,<1H OCEAN,160956.0
-117.74,33.46,9,6564,1316.0,1720,904,4.89,<1H OCEAN,267006.05
-117.18,34.54,5,3772,619.0,2097,635,3.8194,INLAND,125501.0
-118.42,34.18,40,1013,150.0,449,166,5.7143,<1H OCEAN,347360.07
-119.69,34.38,39,1383,459.0,677,362,2.25,NEAR OCEAN,269357.05
-117.27,33.03,19,2899,499.0,1356,512,4.87,NEAR OCEAN,302993.04
-118.41,34.25,36,1146,259.0,1173,272,3.6016,<1H OCEAN,156029.0
-118.66,34.02,23,8798,1465.0,2750,1208,8.7364,NEAR OCEAN,482673.73
-122.15,37.74,43,1383,275.0,853,272,3.5083,NEAR BAY,144491.0
-120.85,37.49,39,2840,733.0,2606,737,1.9429,INLAND,73579.0
-118.29,34.17,12,2238,682.0,1882,611,2.9,<1H OCEAN,233892.0
-122.7,38.43,28,1585,412.0,1362,424,1.6685,<1H OCEAN,154793.0
-117.76,33.86,14,3666,442.0,1400,433,10.1316,<1H OCEAN,432799.19
-122.58,38.15,9,1302,177.0,682,190,7.5,<1H OCEAN,346406.07
-118.32,34.04,39,2965,812.0,2638,794,2.532,<1H OCEAN,191476.01
-120.46,36.87,20,1287,310.0,954,269,1.3386,INLAND,62278.0
-117.92,33.7,15,3201,,1510,622,4.2708,<1H OCEAN,197013.0
-121.59,39.39,22,2515,482.0,1284,462,2.1776,INLAND,70001.0
-117.94,34.02,27,5026,955.0,3899,930,3.871,<1H OCEAN,181060.0
-120.45,34.94,26,1058,232.0,891,243,3.6422,<1H OCEAN,181342.0
-117.12,32.76,23,2681,717.0,1279,648,2.1597,NEAR OCEAN,126812.0
-117.34,34.0,27,321,64.0,214,67,3.175,INLAND,119950.0
-118.05,34.1,30,2143,427.0,1107,416,4.2321,INLAND,237909.0
-118.19,33.82,19,2953,895.0,1914,855,3.5521,NEAR OCEAN,236182.01
-117.38,34.06,17,3139,569.0,1612,516,3.3571,INLAND,115408.0
-121.27,37.97,39,1023,243.0,550,224,1.1141,INLAND,74960.0
-122.18,39.75,30,4157,834.0,1885,774,1.6948,INLAND,64719.0
-118.49,34.03,32,3851,900.0,1456,836,4.5208,<1H OCEAN,445741.24
-117.68,33.54,5,2840,403.0,1363,403,7.618,<1H OCEAN,324759.0
-122.92,39.05,38,3131,624.0,1591,568,2.5457,INLAND,107281.0
-120.0,38.92,26,529,116.0,191,83,3.5,INLAND,126176.0
-121.2,37.79,36,866,160.0,502,149,2.4798,INLAND,105775.0
-117.3,34.11,42,525,111.0,444,120,2.6771,INLAND,75892.0
-118.38,33.86,24,3124,560.0,1312,542,6.3021,<1H OCEAN,336412.01
-117.01,33.75,15,2873,903.0,1094,659,1.8015,INLAND,105281.0
-118.04,33.99,47,2530,565.0,1262,509,3.6475,<1H OCEAN,208289.0
-121.25,38.69,24,1014,185.0,606,194,4.1607,INLAND,163435.0
-122.09,37.65,35,1130,192.0,543,184,4.3897,NEAR BAY,193959.0
-121.26,37.96,43,940,208.0,690,181,2.3056,INLAND,81302.0
-117.35,33.97,27,3960,886.0,2807,838,3.024,INLAND,111221.0
-118.2,33.91,36,2283,499.0,1836,462,2.8793,<1H OCEAN,142360.0
-118.46,34.02,46,2571,502.0,1225,501,6.0436,<1H OCEAN,406081.14
-118.32,33.94,37,1487,296.0,863,291,3.1563,<1H OCEAN,148218.0
-118.25,33.8,36,1697,394.0,1274,396,3.35,<1H OCEAN,166006.0
-119.75,36.75,49,2331,460.0,1290,477,2.5111,INLAND,69523.0
-122.24,38.14,15,8479,1759.0,5008,1646,3.724,NEAR BAY,161860.0
-119.05,36.07,21,2472,523.0,1238,504,1.7756,INLAND,66182.0
-120.82,37.49,25,1611,285.0,882,261,3.5547,INLAND,140874.0
-121.96,37.06,16,1321,224.0,650,206,6.3258,NEAR OCEAN,317223.02
-122.13,37.45,37,1287,197.0,510,206,7.9029,NEAR BAY,459117.65
-118.05,33.82,25,1548,279.0,732,265,5.123,<1H OCEAN,227050.0
-122.03,38.25,13,3334,541.0,1923,538,4.0905,INLAND,139713.0
-121.94,37.33,36,1893,359.0,797,360,3.6818,<1H OCEAN,260243.01
-118.0,33.73,26,2236,280.0,809,282,6.7395,<1H OCEAN,339335.04
-118.32,33.89,44,1300,252.0,695,249,5.1669,<1H OCEAN,234998.02
-122.05,37.95,22,5175,1213.0,2804,1091,2.85,NEAR BAY,182329.0
-118.23,34.16,31,3105,582.0,1359,547,5.1718,<1H OCEAN,300212.13
-121.46,38.61,43,705,178.0,464,159,2.4205,INLAND,107581.0
-117.14,32.71,52,800,313.0,1337,282,1.5594,NEAR OCEAN,89234.0
-122.46,37.71,47,1527,283.0,1102,282,4.0,NEAR OCEAN,239688.0
-121.49,38.53,40,2966,536.0,1225,505,3.125,INLAND,104463.0
-118.49,34.22,30,1756,314.0,899,288,5.0325,<1H OCEAN,237042.03
-122.03,37.69,20,200,25.0,83,31,6.5,NEAR BAY,305939.02
-117.62,33.77,43,1911,439.0,930,433,4.6369,<1H OCEAN,227728.02
-118.07,34.12,30,2201,559.0,1194,531,4.1136,INLAND,254553.0
-118.1,33.96,36,2013,435.0,1476,475,3.9549,<1H OCEAN,173989.0
-118.36,34.03,43,1690,379.0,1017,359,2.1078,<1H OCEAN,152880.0
-117.27,34.17,16,30,3.0,49,8,4.625,INLAND,197305.06
-121.62,36.63,52,1437,298.0,836,257,3.6286,<1H OCEAN,243465.01
-118.53,34.26,18,3674,,1590,550,8.176,<1H OCEAN,407416.15
-118.52,34.04,47,1985,315.0,819,340,6.5147,<1H OCEAN,449713.54
-122.4,37.73,42,1413,406.0,1027,362,2.3625,NEAR BAY,206556.0
-117.84,33.66,5,1688,430.0,857,402,3.7857,<1H OCEAN,255113.06
-122.0,37.96,28,4071,713.0,2033,647,4.5833,INLAND,173199.0
-118.29,33.96,36,1717,417.0,902,368,1.4868,<1H OCEAN,108079.0
-121.53,39.53,35,1806,293.0,683,295,4.5156,INLAND,139374.0
-121.99,37.34,27,3353,653.0,1571,621,5.273,<1H OCEAN,328528.0
-122.23,40.2,17,762,138.0,322,139,4.2917,INLAND,147873.0
-117.25,32.73,37,2224,331.0,821,341,6.3331,NEAR OCEAN,423881.17
-118.38,33.81,41,1889,301.0,802,278,6.015,NEAR OCEAN,406927.32
-122.0,37.28,35,3133,541.0,1449,555,5.7295,<1H OCEAN,339250.02
-118.19,33.79,29,3497,1096.0,2994,919,1.8109,NEAR OCEAN,146419.0
-118.26,33.94,45,1080,218.0,850,237,2.25,<1H OCEAN,109983.0
-117.64,33.88,13,8010,1366.0,3920,1309,5.536,<1H OCEAN,240350.0
-122.41,37.61,43,1934,303.0,847,300,4.7381,NEAR OCEAN,331363.0
-117.87,33.87,7,2663,642.0,1367,677,4.6563,<1H OCEAN,189450.0
-116.47,33.84,3,9169,1512.0,3838,1270,4.3111,INLAND,180556.01
-118.47,34.19,41,1104,196.0,495,196,5.0929,<1H OCEAN,286197.03
-119.84,34.44,28,977,162.0,537,159,4.2404,NEAR OCEAN,292552.01
-120.44,34.65,30,2265,512.0,1402,471,1.975,NEAR OCEAN,142478.0
-118.1,33.9,37,796,175.0,740,183,3.6,<1H OCEAN,165617.0
-118.25,33.93,42,763,191.0,754,174,2.0486,<1H OCEAN,95248.0
-117.07,32.63,37,2372,444.0,1056,419,3.7583,NEAR OCEAN,150371.0
-122.33,38.33,15,3193,468.0,1303,426,5.3017,NEAR BAY,232773.0
-118.37,34.04,43,1465,278.0,727,290,4.0781,<1H OCEAN,278819.04
-121.88,37.39,13,3334,565.0,2240,561,7.105,<1H OCEAN,341662.02
-121.22,37.72,34,2123,387.0,1310,368,2.6368,INLAND,98532.0
-121.29,36.9,17,3610,593.0,1734,559,5.8324,INLAND,243460.0
-122.96,38.42,50,2530,524.0,940,361,2.9375,<1H OCEAN,166171.0
-121.84,37.32,14,5762,1538.0,3979,1389,3.6953,<1H OCEAN,219980.0
-119.56,36.09,14,1267,290.0,1077,279,1.85,INLAND,54655.0
-117.13,32.91,16,2715,581.0,1619,584,4.0,<1H OCEAN,165595.0
-118.99,35.4,43,2225,392.0,890,374,4.0208,INLAND,104718.0
-118.04,33.83,20,1488,312.0,972,283,4.055,<1H OCEAN,201468.0
-121.95,36.61,31,1736,250.0,497,170,6.3835,NEAR OCEAN,406383.26
-122.29,37.48,15,5480,892.0,2009,831,7.4678,NEAR OCEAN,438517.4
-122.3,37.52,38,2769,387.0,994,395,5.5902,NEAR OCEAN,386741.06
-122.34,37.93,30,2515,481.0,1327,428,2.1287,NEAR BAY,112100.01
-117.33,34.03,18,2342,402.0,1264,382,4.7986,INLAND,145749.0
-122.5,37.76,52,2018,422.0,1142,463,3.7083,NEAR OCEAN,298209.0
-121.03,37.69,5,4034,771.0,1967,742,3.8065,INLAND,144885.0
-118.28,33.74,16,855,271.0,486,250,0.7591,NEAR OCEAN,194576.0
-118.1,33.82,36,1930,354.0,915,328,5.2713,<1H OCEAN,246249.0
-121.37,38.01,15,2430,315.0,1016,314,10.0088,INLAND,408367.35
-118.2,34.2,44,2890,438.0,1219,429,6.987,<1H OCEAN,439310.43
-121.84,36.61,26,2902,761.0,2258,719,2.5663,<1H OCEAN,170901.0
-119.52,34.4,20,1834,477.0,1305,417,3.2125,NEAR OCEAN,248555.0
-117.98,34.0,22,3632,538.0,1968,566,6.019,<1H OCEAN,268208.01
-118.42,37.36,18,2281,520.0,1425,465,1.7388,INLAND,106787.0
-115.54,32.98,27,1513,395.0,1121,381,1.9464,INLAND,65037.0
-122.36,37.95,40,408,102.0,302,81,1.8333,NEAR BAY,96403.0
-117.29,32.92,25,2355,381.0,823,358,6.8322,NEAR OCEAN,358748.15
-116.25,33.75,33,278,91.0,375,81,2.025,INLAND,65630.0
-117.34,33.98,10,17286,4952.0,9851,4616,1.7579,INLAND,106184.0
-119.78,36.27,29,1871,315.0,1066,309,4.5714,INLAND,120940.0
-120.1,39.33,9,2738,510.0,1193,412,4.3958,INLAND,160854.0
-122.04,37.96,16,2913,723.0,1705,693,2.9097,NEAR BAY,163242.0
-117.91,33.65,19,1589,421.0,1118,394,4.1029,<1H OCEAN,230415.01
-118.99,34.23,9,10618,1617.0,4830,1606,6.6246,<1H OCEAN,344856.13
-119.27,34.29,32,2274,406.0,982,393,5.3254,NEAR OCEAN,324000.01
-118.32,34.03,50,1845,349.0,1109,335,2.8971,<1H OCEAN,153721.0
-117.2,33.2,16,4409,629.0,1875,609,5.543,<1H OCEAN,286921.03
-117.81,33.71,16,2666,387.0,1227,347,7.3769,<1H OCEAN,319867.01
-118.31,33.98,52,1837,426.0,1062,343,2.0,<1H OCEAN,112090.0
-122.3,37.88,46,1647,376.0,854,355,2.9,NEAR BAY,205165.0
-118.65,34.18,26,4607,656.0,1769,643,7.4918,<1H OCEAN,371854.03
-118.39,34.01,25,1101,285.0,543,294,2.3571,<1H OCEAN,237765.03
-117.94,33.65,20,5476,1073.0,2327,963,5.6637,<1H OCEAN,322495.1
-122.28,37.5,33,6499,998.0,2694,957,7.4787,NEAR OCEAN,446824.11
-121.96,37.81,12,6488,778.0,2404,765,8.3188,<1H OCEAN,394101.02
-122.43,37.8,52,2802,622.0,954,572,4.5399,NEAR BAY,490171.81
-119.77,36.79,34,2679,460.0,1141,470,3.2642,INLAND,86868.0
-122.41,40.58,35,2072,385.0,1029,375,2.8512,INLAND,91144.0
-118.14,34.03,44,2003,390.0,1291,392,4.0625,<1H OCEAN,206611.0
-119.45,36.35,22,1824,333.0,1076,282,2.3365,INLAND,73801.0
-118.46,34.0,36,1392,260.0,679,247,4.7344,<1H OCEAN,391045.19
-122.24,40.45,27,1804,321.0,782,300,3.5978,INLAND,94494.0
-117.25,32.78,21,1479,484.0,658,384,2.45,NEAR OCEAN,203296.0
-121.29,38.14,34,1500,337.0,674,282,2.515,INLAND,111092.0
-118.84,34.16,18,6075,1056.0,2571,1018,5.22,<1H OCEAN,364403.22
-120.47,37.29,16,749,222.0,1277,224,1.2054,INLAND,73061.0
-122.8,38.37,26,1634,315.0,909,317,4.1731,<1H OCEAN,237949.0
-117.08,32.62,28,2468,506.0,1353,522,3.0771,NEAR OCEAN,134469.0
-119.71,34.41,18,1225,317.0,694,306,3.6823,NEAR OCEAN,265435.0
-117.96,34.04,35,1141,212.0,924,212,3.1591,<1H OCEAN,157560.0
-122.06,37.99,16,2445,469.0,721,474,2.8043,NEAR BAY,166367.0
-121.25,38.14,16,1174,242.0,464,261,2.3,INLAND,107725.0
-121.26,37.88,42,465,93.0,256,93,3.1719,INLAND,161456.0
-122.28,40.5,21,2405,476.0,1197,412,2.6488,INLAND,95542.0
-117.98,33.84,31,1252,225.0,714,226,4.6042,<1H OCEAN,194414.0
-122.09,37.37,34,2165,355.0,776,339,5.2971,NEAR BAY,340521.1
-118.08,33.93,34,1558,375.0,1179,337,3.2188,<1H OCEAN,168211.0
-121.84,37.25,25,5939,989.0,3275,954,5.6488,<1H OCEAN,275284.01
-115.56,32.78,29,1568,283.0,848,245,3.1597,INLAND,80499.0
-117.37,33.7,8,4345,865.0,2425,785,3.2481,<1H OCEAN,142660.0
-119.78,34.48,21,2377,322.0,1007,328,7.9248,NEAR OCEAN,435764.2
-118.58,34.2,37,1389,252.0,826,249,5.015,<1H OCEAN,265984.07
-119.22,34.26,16,2596,625.0,1403,562,3.4018,NEAR OCEAN,210507.0
-122.09,37.39,34,1508,483.0,774,443,2.7279,NEAR BAY,214084.01
-118.37,34.05,48,1266,234.0,539,222,4.005,<1H OCEAN,345354.06
-119.24,36.33,9,3289,621.0,1866,631,3.1599,INLAND,88453.0
-117.68,34.15,4,4082,578.0,1996,580,6.7813,INLAND,281787.0
-117.78,34.11,23,7079,1381.0,3205,1327,3.0735,INLAND,166852.0
-119.65,36.34,46,1730,337.0,752,323,1.8529,INLAND,59344.0
-118.15,34.07,40,1072,204.0,940,200,3.125,<1H OCEAN,184912.0
-121.75,36.91,52,1211,447.0,1102,392,1.6875,<1H OCEAN,161272.0
-121.65,36.77,15,2191,358.0,1150,330,4.7969,<1H OCEAN,243333.0
-117.75,33.61,17,2499,566.0,781,522,3.1779,<1H OCEAN,176127.01
-117.41,33.94,22,4179,1081.0,2096,1013,2.4435,INLAND,115080.0
-117.88,33.85,25,1234,351.0,507,285,2.3173,<1H OCEAN,193033.01
-117.09,32.91,9,2012,316.0,802,289,6.5706,<1H OCEAN,273841.01
-119.18,35.5,36,1253,259.0,932,249,2.1635,INLAND,59975.0
-118.08,34.1,36,2679,548.0,1605,533,3.5313,<1H OCEAN,214983.0
-118.15,34.2,37,1997,361.0,1037,363,3.7932,INLAND,247355.0
-122.49,37.78,46,3304,792.0,1783,777,3.6148,NEAR BAY,338722.01
-119.79,36.32,19,3252,614.0,1971,607,3.0667,INLAND,82598.0
-117.66,34.09,23,1426,313.0,954,319,3.0357,INLAND,126667.0
-122.29,37.81,50,760,190.0,377,122,0.9011,NEAR BAY,99590.0
-118.27,33.79,26,2109,651.0,2120,605,2.1447,<1H OCEAN,155950.0
-118.37,34.03,43,1350,287.0,811,307,3.3636,<1H OCEAN,231933.0
-117.96,33.83,29,1194,176.0,474,170,6.1001,<1H OCEAN,286176.07
-119.2,34.27,8,4942,1173.0,3012,1033,3.445,NEAR OCEAN,209286.0
-118.27,33.98,39,2062,588.0,1933,570,1.3801,<1H OCEAN,97880.0
-119.17,34.26,10,3654,541.0,1638,551,6.1885,NEAR OCEAN,351351.14
-118.5,34.52,3,6577,1056.0,3032,1004,5.9263,INLAND,240062.0
-122.27,40.46,14,2633,530.0,1324,513,2.2768,INLAND,82103.0
-117.89,33.71,24,4365,804.0,2663,753,4.5814,<1H OCEAN,213602.0
-121.82,37.37,42,2913,577.0,1873,580,3.7214,<1H OCEAN,189751.0
-117.71,33.54,15,2460,368.0,962,320,7.3878,<1H OCEAN,324918.0
-122.48,38.54,37,1898,359.0,973,340,4.2096,INLAND,228234.0
-117.94,34.09,21,2707,675.0,1742,626,2.1062,<1H OCEAN,167815.0
-117.15,32.74,26,3149,832.0,1320,808,3.0259,NEAR OCEAN,201468.0
-118.25,34.02,32,1375,448.0,1698,432,1.6302,<1H OCEAN,113298.0
-117.38,34.11,36,1497,264.0,894,275,3.3066,INLAND,102793.0
-117.38,34.13,23,1326,300.0,722,263,2.1856,INLAND,93520.0
-121.8,38.68,11,3851,892.0,1847,747,3.4331,INLAND,132604.0
-122.06,37.34,20,3435,593.0,1293,553,6.7578,<1H OCEAN,373642.17
-117.43,33.93,36,2386,396.0,1176,374,4.5122,INLAND,136814.0
-117.06,33.13,12,8742,2114.0,4854,1957,2.8015,<1H OCEAN,143259.0
-118.52,34.32,18,7498,976.0,3189,955,8.1248,<1H OCEAN,402356.07
-117.91,33.94,15,5799,842.0,2314,787,6.3433,<1H OCEAN,301568.0
-118.32,34.14,23,4574,1423.0,1624,995,4.0965,<1H OCEAN,404403.2
-118.49,34.13,24,4394,,1443,528,11.2979,<1H OCEAN,500001.0
-121.94,37.25,16,3942,749.0,1894,737,5.2894,<1H OCEAN,274509.01
-121.44,38.63,38,1673,399.0,1116,382,1.3302,INLAND,63973.0
-118.74,34.26,22,4337,673.0,2347,636,5.4091,<1H OCEAN,239895.0
-119.38,36.53,38,1281,,1423,293,1.9602,INLAND,55940.0
-117.95,33.93,37,2633,630.0,1904,630,2.6123,<1H OCEAN,169647.0
-119.69,36.82,17,1897,433.0,1207,384,1.8021,INLAND,64205.0
-121.1,39.08,13,1110,216.0,602,209,2.5887,INLAND,121753.0
-118.04,34.15,34,1523,311.0,676,295,3.3621,INLAND,222283.0
-118.26,33.77,36,886,253.0,809,219,2.4545,NEAR OCEAN,161309.01
-117.14,32.71,52,500,,480,108,1.8696,NEAR OCEAN,113627.0
-119.25,34.27,46,679,159.0,382,143,3.5,NEAR OCEAN,230004.01
-118.39,34.04,52,1492,277.0,666,289,4.7386,<1H OCEAN,392559.1
-118.11,34.0,24,2403,590.0,2103,547,2.7292,<1H OCEAN,172565.0
-121.38,38.64,19,4563,1069.0,2256,926,2.1472,INLAND,106214.0
-118.02,34.08,29,2741,667.0,2449,677,3.6944,INLAND,241072.0
-116.94,32.83,38,1701,317.0,872,304,3.7831,<1H OCEAN,160862.0
-121.75,36.91,32,1461,422.0,1494,416,2.8056,<1H OCEAN,159657.0
-118.16,33.78,15,4798,1374.0,3087,1212,2.127,NEAR OCEAN,162860.0
-119.77,36.73,44,1960,393.0,1286,381,2.1518,INLAND,63139.0
-119.46,36.61,13,1348,258.0,719,246,3.625,INLAND,93611.0
-118.5,34.19,35,2720,490.0,1158,445,5.0796,<1H OCEAN,265008.04
-118.34,33.95,25,3762,1281.0,4015,1178,2.1587,<1H OCEAN,153100.0
-116.91,33.71,19,6807,1164.0,2703,1055,3.1591,INLAND,135190.0
-117.12,32.7,14,819,237.0,827,237,1.3194,NEAR OCEAN,89829.0
-121.97,37.36,36,765,134.0,306,136,4.575,<1H OCEAN,262287.0
-122.82,38.53,27,1823,360.0,907,317,3.276,<1H OCEAN,179344.0
-119.06,36.1,21,1344,249.0,868,221,2.5893,INLAND,72371.0
-117.98,33.85,23,2089,377.0,1085,362,4.765,<1H OCEAN,222360.0
-121.43,37.75,30,1912,451.0,1065,388,2.1424,INLAND,81892.0
-116.98,33.93,40,2277,498.0,1391,453,1.9472,INLAND,80546.0
-121.55,39.51,48,827,198.0,396,161,0.8024,INLAND,71944.0
-118.17,33.77,45,2151,643.0,1047,579,3.1149,NEAR OCEAN,295584.02
-117.14,32.76,32,2587,681.0,1246,650,2.1727,NEAR OCEAN,149816.0
-118.13,34.07,32,1880,428.0,1404,424,3.085,<1H OCEAN,210688.0
-117.9,33.65,30,1634,373.0,771,364,3.4125,<1H OCEAN,311708.05
-118.25,33.86,26,3022,476.0,1852,452,6.0531,<1H OCEAN,284387.0
-119.05,34.21,27,4357,926.0,2110,876,3.0119,<1H OCEAN,198534.0
-121.89,37.66,3,1565,464.0,769,461,2.1187,INLAND,183044.0
-118.4,34.05,34,2113,459.0,859,432,3.6953,<1H OCEAN,432433.33
-118.4,33.99,39,1613,380.0,1113,356,2.825,<1H OCEAN,266177.0
-118.23,33.98,30,2562,959.0,3909,955,1.9929,<1H OCEAN,123095.0
-118.25,33.95,48,1766,424.0,1655,420,0.9751,<1H OCEAN,97784.0
-122.27,37.85,52,1974,426.0,875,363,1.5817,NEAR BAY,138966.0
-121.45,38.48,28,2780,510.0,1638,533,2.9571,INLAND,103175.0
-121.36,38.64,24,6540,1008.0,2667,1031,5.5632,INLAND,225049.0
-118.21,34.06,30,511,153.0,1152,149,2.3611,<1H OCEAN,144330.0
-122.75,38.5,16,4196,638.0,1713,615,5.449,<1H OCEAN,251737.0
-122.27,37.51,36,1406,224.0,598,237,5.8964,NEAR OCEAN,370402.08
-122.12,37.68,40,1553,253.0,724,267,4.38,NEAR BAY,199941.0
-121.45,38.56,52,3420,555.0,1301,530,4.0417,INLAND,149304.0
-121.55,38.51,14,5490,851.0,2415,837,6.5253,INLAND,281278.0
-117.87,33.6,35,1598,398.0,782,411,5.1155,<1H OCEAN,375451.24
-118.05,33.72,17,1875,472.0,900,406,5.2589,<1H OCEAN,256042.03
-118.48,34.02,25,1583,460.0,983,422,2.7019,<1H OCEAN,360876.05
-119.67,36.8,9,3712,508.0,1632,474,6.011,INLAND,163460.0
-118.09,33.79,31,4231,617.0,1694,623,6.6312,<1H OCEAN,375881.08
-118.35,34.07,46,1651,410.0,512,397,4.0179,<1H OCEAN,401527.16
-118.2,34.05,40,1082,318.0,1085,273,1.7054,<1H OCEAN,139800.0
-121.01,37.69,20,3275,760.0,1538,705,2.48,INLAND,122323.0
-117.25,34.04,18,5761,1063.0,2763,1058,4.4472,INLAND,144250.0
-122.22,37.78,50,1920,530.0,1525,477,1.4886,NEAR BAY,124087.0
-118.46,33.97,19,2461,521.0,777,447,10.0,<1H OCEAN,489773.68
-117.28,34.17,26,3728,888.0,1765,727,1.7456,INLAND,86164.0
-120.47,34.65,31,1438,320.0,816,270,2.4583,NEAR OCEAN,154705.0
-121.87,37.26,24,2383,343.0,1146,341,5.6223,<1H OCEAN,279673.01
-122.26,38.29,10,969,160.0,482,180,6.5799,NEAR BAY,307224.09
-122.0,38.35,24,745,116.0,300,115,3.6176,INLAND,136145.0
-118.27,34.05,24,323,214.0,751,189,1.8304,<1H OCEAN,230791.0
-118.21,33.96,39,2265,628.0,2323,599,2.1522,<1H OCEAN,159431.0
-118.05,33.78,18,3414,434.0,1272,454,8.7015,<1H OCEAN,401141.12
-121.89,37.25,21,2080,352.0,1040,325,5.2887,<1H OCEAN,262304.0
-118.09,33.76,26,1625,440.0,533,414,1.808,<1H OCEAN,81317.0
-119.56,36.09,35,1648,285.0,792,265,3.2847,INLAND,78823.0
-118.13,33.79,20,6678,1797.0,3625,1599,3.7716,NEAR OCEAN,239605.03
-122.02,37.87,14,3056,369.0,1209,377,8.4352,NEAR BAY,400595.11
-122.26,37.82,31,4596,1331.0,2048,1180,2.8345,NEAR BAY,251474.01
-121.98,37.31,32,2248,460.0,1191,419,5.606,<1H OCEAN,319249.0
-117.34,34.13,29,1494,286.0,991,280,2.125,INLAND,79137.0
-117.01,32.81,26,4499,645.0,1866,626,5.516,<1H OCEAN,218209.0
-117.82,33.78,28,4485,667.0,2048,685,5.4562,<1H OCEAN,248110.0
-122.57,40.61,27,1540,315.0,883,321,2.8036,INLAND,93937.0
-118.18,33.95,39,2121,579.0,1991,528,2.9094,<1H OCEAN,162595.0
-117.39,33.95,35,1599,284.0,721,287,4.125,INLAND,148235.0
-117.35,34.15,32,2699,552.0,2086,551,2.2974,INLAND,88104.0
-117.84,33.73,20,2572,732.0,1534,669,2.4211,<1H OCEAN,176620.0
-119.54,36.52,16,2703,415.0,1106,372,4.2045,INLAND,106149.0
-122.31,37.54,45,1222,220.0,492,205,5.539,NEAR OCEAN,320640.06
-122.4,37.81,12,1349,349.0,536,334,7.7852,NEAR BAY,401624.1
-118.33,34.01,47,1320,259.0,653,291,3.7727,<1H OCEAN,172032.0
-116.92,32.79,24,4055,742.0,2123,744,4.5224,<1H OCEAN,172313.0
-117.13,33.13,17,3164,652.0,1123,699,2.082,<1H OCEAN,141861.02
-118.25,34.13,52,322,88.0,229,89,2.125,<1H OCEAN,210999.01
-121.03,39.37,15,1337,326.0,1172,306,2.6341,INLAND,88910.0
-121.29,37.95,52,288,86.0,272,54,0.696,INLAND,67313.0
-117.88,33.88,15,957,360.0,615,370,3.0263,<1H OCEAN,174081.0
-118.38,34.19,42,1308,289.0,950,302,2.7379,<1H OCEAN,196423.0
-122.09,37.66,40,1340,313.0,766,271,3.4722,NEAR BAY,175760.0
-122.05,39.6,34,2051,342.0,958,322,2.8466,INLAND,77505.0
-117.2,32.77,30,156,45.0,77,40,3.2679,NEAR OCEAN,220619.06
-122.03,37.97,20,3968,931.0,2629,903,2.9915,NEAR BAY,167819.0
-117.24,32.85,18,3117,475.0,904,368,6.7587,NEAR OCEAN,343326.06
-118.53,34.09,37,5477,833.0,1925,757,8.1888,<1H OCEAN,496789.93
-122.29,37.88,50,1211,261.0,523,227,3.8672,NEAR BAY,238312.0
-122.02,37.98,37,1474,343.0,782,331,3.4187,NEAR BAY,150816.0
-122.26,37.48,34,4453,682.0,1805,672,5.6038,NEAR OCEAN,335800.04
-122.33,40.52,23,2801,507.0,1318,454,3.5081,INLAND,102498.0
-119.06,34.23,29,3511,632.0,2591,596,3.0219,<1H OCEAN,197256.0
-121.92,37.96,14,5332,884.0,2093,839,5.2798,INLAND,200759.0
-118.88,34.2,23,4862,597.0,1938,594,7.3409,<1H OCEAN,341010.01
-122.4,40.58,40,3895,929.0,1782,910,1.3329,INLAND,62426.0
-122.3,38.32,20,2063,486.0,1045,460,2.5035,NEAR BAY,154461.0
-120.1,39.37,10,2325,410.0,1016,373,4.5208,INLAND,162047.0
-119.0,36.07,20,1042,183.0,509,175,2.9815,INLAND,85387.0
-117.17,32.77,6,3856,875.0,1547,816,4.5481,NEAR OCEAN,273964.0
-122.04,38.25,32,1203,287.0,571,255,3.0938,INLAND,130081.0
-121.84,39.73,52,502,100.0,311,100,1.5481,INLAND,82605.0
-121.23,37.95,36,811,168.0,514,152,2.625,INLAND,95599.0
-116.27,34.13,37,452,109.0,184,59,3.7292,INLAND,121843.02
